,YEAR,TransMode,Hour,Race_AmerIndianAlaskan,Race_BlackAA,Race_Chinese,Race_Japanese,Race_OtherAsianPacIsl,Race_OtherRace,Race_ThreePlusRaces,Race_TwoRaces,Race_White
460,2019,Walk,4,0.0,0.0,116.0,0.0,0.0,158.0,0.0,0.0,206.0
461,2019,Walk,5,5.0,334.0,66.0,0.0,97.0,1038.0,0.0,0.0,1137.0
462,2019,Walk,6,0.0,1397.0,311.0,0.0,696.0,1488.0,0.0,302.0,6513.0
463,2019,Walk,7,0.0,3495.0,1530.0,444.0,1104.0,2423.0,0.0,68.0,19283.0
464,2019,Walk,8,433.0,5598.0,6404.0,520.0,4232.0,4530.0,168.0,2532.0,50543.0
465,2019,Walk,9,102.0,2452.0,7388.0,270.0,2538.0,1629.0,83.0,1051.0,30967.0
466,2019,Walk,10,0.0,915.0,1862.0,862.0,787.0,572.0,110.0,393.0,10202.0
467,2019,Walk,11,0.0,205.0,206.0,0.0,477.0,0.0,0.0,0.0,3959.0
468,2019,Walk,12,407.0,0.0,1060.0,0.0,0.0,497.0,0.0,63.0,2084.0
469,2019,Walk,13,0.0,224.0,0.0,0.0,475.0,0.0,0.0,0.0,476.0
470,2019,Walk,14,383.0,115.0,170.0,73.0,151.0,379.0,0.0,0.0,2745.0
471,2019,Walk,15,0.0,789.0,0.0,0.0,0.0,449.0,0.0,158.0,286.0
472,2019,Walk,16,0.0,777.0,285.0,0.0,69.0,263.0,0.0,0.0,1745.0
473,2019,Walk,17,0.0,307.0,0.0,285.0,174.0,0.0,168.0,0.0,946.0
474,2019,Walk,18,0.0,0.0,0.0,0.0,194.0,252.0,0.0,586.0,2488.0
475,2019,Walk,19,159.0,404.0,260.0,0.0,91.0,0.0,0.0,0.0,1781.0
476,2019,Walk,20,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
477,2019,Walk,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0
478,2019,Walk,22,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,572.0
