,STATEFIP,PUMA,PUMA_NAME
423,9,103,"Norwalk, Westport & Darien Towns"
424,9,104,Bridgeport Town
425,9,105,"Stratford, Shelton, Trumbull, Newtown & Monroe Towns"
426,9,300,Hartford County (North)
427,9,301,Manchester & East Hartford Towns
428,9,302,Hartford Town
429,9,303,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns"
430,9,304,"Bristol, Southington & Burlington Towns"
431,9,305,"New Britain, Berlin & Plainville Towns"
432,9,306,"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns"
433,9,500,Litchfield County
434,9,700,Middlesex County
435,9,900,New Haven County (Northwest)
436,9,901,Waterbury Town
437,9,902,"Meriden, Wallingford & North Haven Towns"
438,9,903,"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns"
439,9,904,"West Haven, Milford & Orange Towns"
440,9,905,New Haven Town
441,9,906,"East Haven, Branford, Guilford, Madison & North Branford Towns"
442,9,1100,New London County (North)
443,9,1101,New London County (South)
444,9,1300,Tolland County
445,9,1500,Windham County
446,10,101,New Castle County (East Central)--Wilmington City
447,10,102,New Castle County (North)--Hockessin
448,10,103,New Castle County (West Central)--Newark City & Brookside
449,10,104,"New Castle County (South)--Middletown Town, Bear & Glasgow"
450,10,200,Kent County--Dover City
451,10,300,Sussex County
452,11,101,District of Columbia (West)
453,11,102,District of Columbia (North)
454,11,103,District of Columbia (Northeast)
455,11,104,District of Columbia (East)
456,11,105,District of Columbia (Central)
457,12,101,Alachua County (Central)--Gainesville City (Central)
458,12,102,Alachua County (Outer)
459,12,500,"Walton, Washington, Holmes & Bay Counties"
460,12,901,"Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities"
461,12,902,Brevard County (East)--Beaches & Merritt Island
462,12,903,Brevard County (Southwest)--Melbourne & West Melbourne Cities
463,12,904,"Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns"
464,12,1101,Broward County (West)--Coral Springs & Parkland Cities
465,12,1102,Broward County (North Central)--Margate & Coconut Creek Cities
466,12,1103,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities"
467,12,1104,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities
468,12,1105,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities"
469,12,1106,Broward County (Central)--Plantation & Sunrise Cities
470,12,1107,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities
471,12,1108,Broward County (East Central)--Fort Lauderdale City (Central)
472,12,1109,Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities
473,12,1110,Broward County (Central)--Davie Town & Cooper City
474,12,1111,"Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town"
475,12,1112,Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities
476,12,1113,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities
477,12,1114,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities"
478,12,1500,Charlotte County
479,12,1701,Citrus County
480,12,1900,Clay County
481,12,2101,Collier County (Northwest)
482,12,2102,Collier County (Southwest)
483,12,2103,Collier County (East)
484,12,2300,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties"
485,12,2700,"Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties"
486,12,3101,Duval County (Outer)--Jacksonville City (North & West)
487,12,3102,Duval County (Northwest Central)--Jacksonville City (Northwest)
488,12,3103,Duval County (North Central)--Jacksonville City (Arlington)
489,12,3104,Duval County (East)--Jacksonville City (Beaches)
490,12,3105,Duval County (Southeast)--Jacksonville City (Southeast)
491,12,3106,Duval County (South Central)--Jacksonville City (Southeast River)
492,12,3107,Duval County (Southwest Central)--Jacksonville City (Southwest)
493,12,3301,Escambia County (North)
494,12,3302,Escambia County (South)
495,12,3500,Flagler & Volusia (North Central) Counties
496,12,5301,Hernando County
497,12,5701,Hillsborough County (Central)--Tampa City (Central)
498,12,5702,Hillsborough County (Southwest)--Tampa City (South)
499,12,5703,Hillsborough County (Northwest)
500,12,5704,Hillsborough County (North Central)
501,12,5705,Hillsborough County (North Central)--Tampa City (North)
502,12,5706,Hillsborough County (Northeast)
503,12,5707,Hillsborough County (Central)
504,12,5708,Hillsborough County (South County)
505,12,6100,Indian River County
506,12,6300,Apalachee Region (Outside Leon County)
507,12,6901,Lake County (North)
508,12,6902,Sumter (North) & Lake (North) Counties
509,12,6903,Lake (South) & Sumter (South) Counties
510,12,7101,Lee County (South & West)--Barrier Islands Region
511,12,7102,Lee County (Northwest)--Cape Coral City
512,12,7103,Lee County (Northeast)--Lehigh Acres & North Fort Myers
513,12,7104,Lee County (Central)--Greater Fort Myers City
514,12,7105,Lee County (Southeast)--Bonita Springs City & Estero (East)
515,12,7300,Leon County (Outer)
516,12,7301,Leon County (Central)--Tallahassee City (Central)
517,12,8101,Manatee County (North)
518,12,8102,Manatee County (West Central)
519,12,8103,Manatee County (South)
520,12,8301,Marion County (North)
521,12,8302,Marion County (Central)--Ocala City
522,12,8303,Marion County (South Central)
523,12,8500,Martin County
524,12,8601,Miami-Dade County (North Central)--Greater Miami Lakes Town
525,12,8602,Miami-Dade County (North Central)--Miami Gardens City (North & West)
526,12,8603,Miami-Dade County (Northeast)--Greater North Miami Beach City (West)
527,12,8604,Miami-Dade County (Northeast)--Aventura City & Surfside Town
528,12,8605,Miami-Dade County--North Miami City (Southwest) & Golden Glades (West)
529,12,8606,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview"
530,12,8607,Miami-Dade County (Northeast)--Hialeah City (North Central)
531,12,8608,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau"
532,12,8609,Miami-Dade County (Northeast)--Hialeah City (South Central)
533,12,8610,Miami-Dade County (Central)--Miami Springs City & Miami International Airport
534,12,8611,Miami-Dade County (Northeast Central)--Miami City (North)
535,12,8612,Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village
536,12,8613,Miami-Dade County (Northeast Central)--Miami City (Downtown)
537,12,8614,Miami-Dade County (East)--Miami City (East) & Key Biscayne Village
538,12,8615,Miami-Dade County (East Central)--Miami City (West)
539,12,8616,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)"
540,12,8617,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace"
541,12,8618,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami
542,12,8619,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South)
543,12,8620,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes"
544,12,8621,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk"
545,12,8622,Miami-Dade County (Southwest)--South Miami Heights
546,12,8623,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village
547,12,8624,Miami-Dade County (South)--Homestead City (North) & Florida City (North)
548,12,8700,Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties
549,12,8900,Nassau & Baker Counties
550,12,9100,Okaloosa County
551,12,9300,"Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties"
552,12,9501,Orange County (Northwest)
553,12,9502,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town"
554,12,9503,Orange County (Southwest)--Disney-International Drive Region
555,12,9504,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle"
556,12,9505,Orange County (Central)--Orlando City (East Downtown) & Azalea Park
557,12,9506,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast)
558,12,9507,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities"
559,12,9508,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park
560,12,9509,Orange County (Southeast)
561,12,9510,Orange County (Northeast)
562,12,9701,Osceola County (West)
563,12,9702,Osceola County (East)
564,12,9901,Palm Beach County (Northeast)
565,12,9902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities
566,12,9903,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town
567,12,9904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North)
568,12,9905,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City"
569,12,9906,Palm Beach County (East Central)--Greater Boynton Beach City (North)
570,12,9907,Palm Beach County (Southeast)--Greater Delray Beach City
571,12,9908,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town
572,12,9909,Palm Beach County (West of Boca Raton City)
573,12,9910,Palm Beach County (Central)--Wellington Village & Agricultural Reserve
574,12,9911,Palm Beach County (West)--Glades & Western Communities
575,12,10101,Pasco County (East Central)
576,12,10102,Pasco County (West Central)
577,12,10103,Pasco County (Gulf Coast)
578,12,10104,Pasco County (South)
579,12,10301,Pinellas County (North)
580,12,10302,Pinellas County (North Central)
581,12,10303,Pinellas County (Central)--Clearwater City (South & Central)
582,12,10304,Pinellas County (Central)--Greater Largo City
583,12,10305,Pinellas County (West Central)--Greater Seminole City
584,12,10306,Pinellas County (Central)--Greater Pinellas Park City
585,12,10307,Pinellas County (Southeast)--St. Petersburg City (East)
586,12,10308,Pinellas County (South Central)--St. Petersburg City (West)
587,12,10501,Polk County (Northwest)
588,12,10502,Polk County (Northeast)
589,12,10503,Polk County (Central)
590,12,10504,Polk County (South)
591,12,10700,Putnam & St. Johns (South) Counties
592,12,10900,St. Johns County (North)
593,12,11101,St. Lucie County (North)
594,12,11102,St. Lucie County (South)
595,12,11300,Santa Rosa County
596,12,11501,Sarasota County (North)
597,12,11502,Sarasota County (Central & Gulf Coast)
598,12,11503,Sarasota County (East)
599,12,11701,Seminole County (West)
600,12,11702,Seminole County (North Central)
601,12,11703,Seminole County (South Central)
602,12,11704,Seminole County (East)
603,12,12100,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties"
604,12,12701,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town"
605,12,12702,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities"
606,12,12703,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities"
607,12,12704,Volusia County (Southwest Central)--Deltona & Lake Helen Cities
608,13,100,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties
609,13,200,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties"
610,13,300,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties"
611,13,401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City
612,13,402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City)
613,13,500,Southern Georgia Regional Commission (East & Central)
614,13,600,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City
615,13,700,Southern Georgia Regional Commission (West)
616,13,800,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties"
617,13,900,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties
618,13,1001,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City
619,13,1002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City
620,13,1003,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)
621,13,1004,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities
622,13,1005,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City
623,13,1006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North)
624,13,1007,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast)
625,13,1008,Atlanta Regional Commission (Central)--DeKalb County (South)
626,13,1100,Southwest Georgia Regional Commission (West & Central)
627,13,1200,Heart of Georgia Altamaha Regional Commission (Southeast)
628,13,1300,Heart of Georgia Altamaha Regional Commission (North & West)
629,13,1400,Middle Georgia Regional Commission (Central)--Bibb County--Macon City
630,13,1500,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties
631,13,1600,Middle Georgia Regional Commission (North & Outside Bibb County)
632,13,1700,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties
633,13,1800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)
634,13,1900,Three Rivers Regional Commission (East)
635,13,2001,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan
636,13,2002,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities
637,13,2003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker
638,13,2004,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City
639,13,2100,Three Rivers Regional Commission (North Central)--Coweta County
640,13,2200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties"
641,13,2300,Three Rivers Regional Commission (Northwest)--Carroll County
642,13,2400,Atlanta Regional Commission (South Central)--Fayette County
643,13,2500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties"
644,13,2600,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties"
645,13,2700,Northwest Georgia Regional Commission (North Central)--Whitfield County
646,13,2800,Northwest Georgia Regional Commission (Northeast)
647,13,2900,Northwest Georgia Regional Commission (East Central)--Bartow County
648,13,3001,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City
649,13,3002,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities
650,13,3003,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City
651,13,3004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City
652,13,3005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast)
653,13,3101,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities
654,13,3102,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities)
655,13,3200,Georgia Mountains Regional Commission (North & Northwest)
656,13,3300,Georgia Mountains Regional Commission (Southwest)--Forsyth County
657,13,3400,Georgia Mountains Regional Commission (South Central)--Hall County
658,13,3500,Georgia Mountains Regional Commission (Southeast)
659,13,3600,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City
660,13,3700,Northeast Georgia Regional Commission (East)
661,13,3800,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties
662,13,3900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties"
663,13,4000,Central Savannah River Area Regional Commission (East Central)--Richmond County
664,13,4001,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City
665,13,4002,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City
666,13,4003,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City
667,13,4004,Atlanta Regional Commission (Northeast)--Gwinnett County (East)
668,13,4005,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City
669,13,4006,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City
670,13,4100,Central Savannah River Area Regional Commission (East Central)--Columbia County
671,13,4200,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia)
672,13,4300,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties
673,13,4400,Atlanta Regional Commission (Southwest)--Douglas County
674,13,4500,Northwest Georgia Regional Commission (Southeast)--Paulding County
675,13,4600,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)
676,13,5001,Atlanta Regional Commission (South Central)--Clayton County (South)
677,13,5002,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City
678,13,6001,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City
679,13,6002,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City
680,15,100,"Maui, Kalawao & Kauai Counties"
681,15,200,Hawaii County
682,15,301,Honolulu County--Rural Oahu
683,15,302,Honolulu County--Koolaupoko
684,15,303,Honolulu County--East Honolulu to Kapahulu
685,15,304,Honolulu County--Tantalus to Waikiki
686,15,305,Honolulu County--Nuuanu to Kalihi
687,15,306,Honolulu County--Moanalua to Pearl City
688,15,307,Honolulu County--Central Oahu
689,15,308,Honolulu County--Ewa
690,16,100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties"
691,16,200,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities"
692,16,300,Central Idaho--Lewiston City & Nez Perce Reservation
693,16,400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City"
694,16,500,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities
695,16,600,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities
696,16,701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities
697,16,702,Ada County (Northeast)--Boise (North & West) & Garden City Cities
698,16,800,Ada County (South)--Boise (South) & Kuna Cities
699,16,900,Twin Falls & Cassia Counties--Twin Falls City
700,16,1000,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties"
701,16,1100,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties"
702,16,1200,Bonneville County--Idaho Falls City
703,16,1300,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation"
704,17,104,"Jo Daviess, Carroll, Whiteside & Lee Counties"
705,17,105,Rock Island County
706,17,202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties"
707,17,300,"Adams, Pike, Brown, Schuyler & Mason Counties"
708,17,401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties"
709,17,501,"Montgomery, Bond, Clinton, Fayette & Effingham Counties"
710,17,600,"Douglas, Edgar, Coles & Cumberland Counties"
711,17,700,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties"
712,17,800,South & Southeast Illinois
713,17,900,"Jackson, Williamson, Franklin & Perry Counties"
714,17,1001,"Monroe, Randolph, Washington, Jefferson & Marion Counties"
715,17,1104,St. Clair County (Central & Northeast)
716,17,1105,"St. Clair County (Northwest, Southwest & Southeast)"
717,17,1204,Madison County (East)
718,17,1205,"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village"
719,17,1300,Sangamon County--Springfield City
720,17,1500,Macon County--Decatur City
721,17,1602,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties"
722,17,1701,Peoria County--Peoria City
723,17,1900,Tazewell County
724,17,2000,McLean County
725,17,2100,Champaign County--Champaign & Urbana Cities
726,17,2200,"Livingston, Ford, Iroquois & Vermilion Counties"
727,17,2300,Kankakee County
728,17,2400,LaSalle County
729,17,2501,"Knox, Stark, Bureau, Marshall & Woodford Counties"
730,17,2601,DeKalb County
731,17,2700,Stephenson & Ogle Counties
732,17,2801,Winnebago County (Southeast & West)--Rockford City
733,17,2901,Winnebago (Northeast) & Boone Counties
734,17,3005,Kane County (Southeast)--Aurora Township
735,17,3007,"Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships"
736,17,3008,Kane County (Northeast)--Elgin (North & Central) & Dundee Townships
737,17,3009,Kane County (West)
738,17,3102,Will County (West Central)--Joliet & Troy Townships
739,17,3105,Will County (Northwest Central)--Plainfield & Lockport Townships
740,17,3106,Will County (Northwest)--DuPage & Wheatland Townships
741,17,3107,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships"
742,17,3108,Will County (South)
743,17,3202,DuPage County (Central)--Milton Township
744,17,3203,DuPage County (South Central)--Lisle Township
745,17,3204,DuPage County (Southeast)--Downers Grove Township
746,17,3205,DuPage County (East Central)--York Township
747,17,3207,Dupage County (Northeast)--Addison & Bloomingdale (North) Townships
748,17,3208,"DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships"
749,17,3209,DuPage County (Southwest)--Naperville & Winfield (South) Townships
750,17,3306,"Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships"
751,17,3307,"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships"
752,17,3308,"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships"
753,17,3309,"Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships"
754,17,3310,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships"
755,17,3401,Cook County (Northwest)--Palatine & Barrington Townships
756,17,3407,"Cook County (West Central)--Proviso, Riverside & River Forest Townships"
757,17,3408,"Cook County (Central)--Cicero, Berwyn & Oak Park Townships"
758,17,3409,Cook County (West Central)--Lyons & Stickney Townships
759,17,3410,"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships"
760,17,3411,Cook County (South Central)--Worth & Calumet Townships
761,17,3412,Cook County (South Central)--Bremen & Orland (East) Townships
762,17,3413,Cook County (Southeast)--Thornton Township
763,17,3414,Cook County (South)--Bloom & Rich Townships
764,17,3415,Cook County (North)--Wheeling Township (North & East)
765,17,3416,Cook County (Northeast)--Northfield & New Trier Townships
766,17,3417,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships
767,17,3418,Cook County (Northwest)--Schaumburg Township (South & Central)
768,17,3419,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships
769,17,3420,"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park"
770,17,3421,Cook County (North)--Niles & Evanston Townships
771,17,3422,"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare"
772,17,3501,"Chicago City (North)--Edgewater, Uptown & Rogers Park"
773,17,3502,Chicago City (North)--Lake View & Lincoln Park
774,17,3503,"Chicago City (North)--West Ridge, Lincoln Square & North Center"
775,17,3504,"Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park"
776,17,3520,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park"
777,17,3521,"Chicago City (West)--Austin, Belmont Cragin & Montclare"
778,17,3522,"Chicago City (Northwest)--Logan Square, Avondale & Hermosa"
779,17,3523,"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park"
780,17,3524,"Chicago City (West)--West Town, Near West Side & Lower West Side"
781,17,3525,"Chicago City (Central)--Near North Side, Loop & Near South Side"
782,17,3526,"Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park"
783,17,3527,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn"
784,17,3528,"Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing"
785,17,3529,"Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas"
786,17,3530,"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly"
787,17,3531,"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside"
788,17,3532,"Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering"
789,17,3601,"McHenry County (North, West & Central)"
790,17,3602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships"
791,17,3700,Kendall & Grundy Counties
792,18,101,Lake County (Northwest)--Hammond & East Chicago Cities
793,18,102,Lake County (Northeast)--Gary City & Griffith Town
794,18,103,Lake County (Central)
795,18,104,Lake County (South)
796,18,200,Porter County
797,18,300,LaPorte County
798,18,401,St. Joseph County (North)--South Bend City
799,18,402,St. Joseph County (Outside South Bend City)--Mishawaka City
800,18,500,Elkhart County--Elkhart & Goshen Cities
801,18,600,"Noble, DeKalb, LaGrange & Steuben Counties"
802,18,700,"Jasper, Starke, Fulton, Newton & Pulaski Counties"
803,18,800,Kosciusko & Marshall Counties
804,18,900,"Huntington, Whitley, Adams & Wells Counties"
805,18,1001,Allen County (Central)--Fort Wayne City (South)
806,18,1002,Allen County (Central)--Fort Wayne City (North)
807,18,1003,Allen County (Outside Fort Wayne City)
808,18,1100,"Montgomery, Clinton, White, Carroll & Benton Counties"
809,18,1200,Tippecanoe County--Lafayette & West Lafayette Cities
810,18,1300,"Howard, Cass & Tipton Counties--Kokomo City"
811,18,1400,"Grant, Miami & Wabash Counties"
812,18,1500,"Henry, Randolph, Jay & Blackford Counties"
813,18,1600,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties"
814,18,1700,Vigo County--Terre Haute City
815,18,1801,Boone & Hamilton (Northwest) Counties
816,18,1802,Hamilton County (Central)--Carmel City & Fishers Town (West)
817,18,1803,Hamilton County (East)--Noblesville City & Fishers Town (East)
818,18,1900,Madison County--Anderson City
819,18,2000,Delaware County--Muncie City
820,18,2100,"Morgan, Putnam & Brown Counties"
821,18,2200,Hendricks County
822,18,2301,Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest)
823,18,2302,Marion County--Washington Township (South & East)--Indianapolis City (North)
824,18,2303,Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities
825,18,2304,Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West)
826,18,2305,Marion County--Center Township--Indianapolis City (Central)
827,18,2306,Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast)
828,18,2307,Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South)
829,18,2400,Johnson County--Greenwood City
830,18,2500,Hancock & Shelby Counties
831,18,2600,"Wayne, Fayette, Rush & Union Counties"
832,18,2700,"Greene, Daviess, Owen, Orange & Martin Counties"
833,18,2800,Monroe County--Bloomington City
834,18,2900,Bartholomew & Jackson Counties--Columbus City
835,18,3000,"Jefferson, Jennings, Decatur & Scott Counties"
836,18,3100,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties"
837,18,3200,"Warrick, Gibson & Posey Counties"
838,18,3300,Vanderburgh County--Evansville City
839,18,3400,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties"
840,18,3500,"Floyd, Harrison & Washington Counties"
841,18,3600,Clark County--Jeffersonville City
842,19,100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties"
843,19,200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties"
844,19,400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties"
845,19,500,Black Hawk County--Waterloo & Cedar Falls Cities
846,19,600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties"
847,19,700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City"
848,19,800,"Clinton, Muscatine, Jones & Cedar Counties"
849,19,900,Scott County--Davenport City
850,19,1000,Linn County--Cedar Rapids City
851,19,1100,Johnson County--Iowa City
852,19,1200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties"
853,19,1300,Story & Boone Counties--Ames City
854,19,1400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties"
855,19,1500,Polk (Southwest) & Dallas (East) Counties--West Des Moines & Urbandale Cities
856,19,1600,Polk County (East)--Ankeny & Altoona Cities
857,19,1700,Des Moines City
858,19,1800,South Central Iowa
859,19,1900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region"
860,19,2000,Woodbury & Plymouth Counties--Sioux City
861,19,2100,Southwest Iowa--Council Bluffs City
862,19,2200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties"
863,19,2300,"Des Moines, Lee, Henry & Louisa Counties"
864,20,100,Northwest Kansas
865,20,200,North Central Kansas--Salina City
866,20,300,"Riley, Geary & Pottawatomie Counties--Manhattan City"
867,20,400,Northeast Kansas
868,20,500,Wyandotte County--Kansas City
869,20,601,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities"
870,20,602,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities"
871,20,603,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities"
872,20,604,Johnson County (Southeast)--Blue Valley Region
873,20,700,Douglas County--Lawrence City
874,20,801,Shawnee County (Central)--Topeka City
875,20,802,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties"
876,20,900,Flint Hills Region--Emporia City
