index,Sector,PointEntryExit,TransMode,Hour,In,Out,In+Out,|In-Out|,Net Flow Dir,lon,lat
3742,Queens,QueensboroBridge,ALL,2019-10-23 22:00:00,3923,5473,9396,1550,Out +,-73.95825860229205,40.758465881815525
3743,Queens,QueensboroBridge,ALL,2019-10-23 23:00:00,3329,4967,8296,1638,Out +,-73.95825860229205,40.758465881815525
3768,Queens,SteinwayStTunnel,ALL,2019-10-23 00:00:00,450,2649,3099,2199,Out +,-73.96761190795918,40.74796063604738
3769,Queens,SteinwayStTunnel,ALL,2019-10-23 01:00:00,150,1274,1424,1124,Out +,-73.96761190795918,40.74796063604738
3770,Queens,SteinwayStTunnel,ALL,2019-10-23 02:00:00,755,573,1328,182,In +,-73.96761190795918,40.74796063604738
3771,Queens,SteinwayStTunnel,ALL,2019-10-23 03:00:00,287,426,713,139,Out +,-73.96761190795918,40.74796063604738
3772,Queens,SteinwayStTunnel,ALL,2019-10-23 04:00:00,821,531,1352,290,In +,-73.96761190795918,40.74796063604738
3773,Queens,SteinwayStTunnel,ALL,2019-10-23 05:00:00,3704,988,4692,2716,In +,-73.96761190795918,40.74796063604738
3774,Queens,SteinwayStTunnel,ALL,2019-10-23 06:00:00,9285,3566,12851,5719,In +,-73.96761190795918,40.74796063604738
3775,Queens,SteinwayStTunnel,ALL,2019-10-23 07:00:00,16540,4497,21037,12043,In +,-73.96761190795918,40.74796063604738
3776,Queens,SteinwayStTunnel,ALL,2019-10-23 08:00:00,24459,4872,29331,19587,In +,-73.96761190795918,40.74796063604738
3777,Queens,SteinwayStTunnel,ALL,2019-10-23 09:00:00,14988,2859,17847,12129,In +,-73.96761190795918,40.74796063604738
3778,Queens,SteinwayStTunnel,ALL,2019-10-23 10:00:00,5928,2017,7945,3911,In +,-73.96761190795918,40.74796063604738
3779,Queens,SteinwayStTunnel,ALL,2019-10-23 11:00:00,4419,2727,7146,1692,In +,-73.96761190795918,40.74796063604738
3780,Queens,SteinwayStTunnel,ALL,2019-10-23 12:00:00,2970,3667,6637,697,Out +,-73.96761190795918,40.74796063604738
3781,Queens,SteinwayStTunnel,ALL,2019-10-23 13:00:00,3051,4237,7288,1186,Out +,-73.96761190795918,40.74796063604738
3782,Queens,SteinwayStTunnel,ALL,2019-10-23 14:00:00,2469,5783,8252,3314,Out +,-73.96761190795918,40.74796063604738
3783,Queens,SteinwayStTunnel,ALL,2019-10-23 15:00:00,4937,10554,15491,5617,Out +,-73.96761190795918,40.74796063604738
3784,Queens,SteinwayStTunnel,ALL,2019-10-23 16:00:00,4959,12830,17789,7871,Out +,-73.96761190795918,40.74796063604738
3785,Queens,SteinwayStTunnel,ALL,2019-10-23 17:00:00,5583,19871,25454,14288,Out +,-73.96761190795918,40.74796063604738
3786,Queens,SteinwayStTunnel,ALL,2019-10-23 18:00:00,4119,19626,23745,15507,Out +,-73.96761190795918,40.74796063604738
3787,Queens,SteinwayStTunnel,ALL,2019-10-23 19:00:00,2252,11814,14066,9562,Out +,-73.96761190795918,40.74796063604738
3788,Queens,SteinwayStTunnel,ALL,2019-10-23 20:00:00,1514,7776,9290,6262,Out +,-73.96761190795918,40.74796063604738
3789,Queens,SteinwayStTunnel,ALL,2019-10-23 21:00:00,1376,5967,7343,4591,Out +,-73.96761190795918,40.74796063604738
3790,Queens,SteinwayStTunnel,ALL,2019-10-23 22:00:00,1517,7175,8692,5658,Out +,-73.96761190795918,40.74796063604738
3791,Queens,SteinwayStTunnel,ALL,2019-10-23 23:00:00,1184,5099,6283,3915,Out +,-73.96761190795918,40.74796063604738
3816,StatenIsland,AboardFerry,ALL,2019-10-23 00:00:00,0,12,12,12,Out +,-74.01293530907685,40.70018081507713
3817,StatenIsland,AboardFerry,ALL,2019-10-23 01:00:00,1,9,10,8,Out +,-74.01293530907685,40.70018081507713
3818,StatenIsland,AboardFerry,ALL,2019-10-23 02:00:00,1,0,1,1,In +,-74.01293530907685,40.70018081507713
3819,StatenIsland,AboardFerry,ALL,2019-10-23 03:00:00,5,5,10,0,Out +,-74.01293530907685,40.70018081507713
3820,StatenIsland,AboardFerry,ALL,2019-10-23 04:00:00,12,1,13,11,In +,-74.01293530907685,40.70018081507713
3821,StatenIsland,AboardFerry,ALL,2019-10-23 05:00:00,16,3,19,13,In +,-74.01293530907685,40.70018081507713
3822,StatenIsland,AboardFerry,ALL,2019-10-23 06:00:00,19,4,23,15,In +,-74.01293530907685,40.70018081507713
3823,StatenIsland,AboardFerry,ALL,2019-10-23 07:00:00,103,4,107,99,In +,-74.01293530907685,40.70018081507713
3824,StatenIsland,AboardFerry,ALL,2019-10-23 08:00:00,68,7,75,61,In +,-74.01293530907685,40.70018081507713
3825,StatenIsland,AboardFerry,ALL,2019-10-23 09:00:00,12,2,14,10,In +,-74.01293530907685,40.70018081507713
3826,StatenIsland,AboardFerry,ALL,2019-10-23 10:00:00,9,5,14,4,In +,-74.01293530907685,40.70018081507713
3827,StatenIsland,AboardFerry,ALL,2019-10-23 11:00:00,5,1,6,4,In +,-74.01293530907685,40.70018081507713
3828,StatenIsland,AboardFerry,ALL,2019-10-23 12:00:00,6,11,17,5,Out +,-74.01293530907685,40.70018081507713
3829,StatenIsland,AboardFerry,ALL,2019-10-23 13:00:00,13,4,17,9,In +,-74.01293530907685,40.70018081507713
3830,StatenIsland,AboardFerry,ALL,2019-10-23 14:00:00,9,12,21,3,Out +,-74.01293530907685,40.70018081507713
3831,StatenIsland,AboardFerry,ALL,2019-10-23 15:00:00,12,16,28,4,Out +,-74.01293530907685,40.70018081507713
3832,StatenIsland,AboardFerry,ALL,2019-10-23 16:00:00,16,20,36,4,Out +,-74.01293530907685,40.70018081507713
3833,StatenIsland,AboardFerry,ALL,2019-10-23 17:00:00,9,42,51,33,Out +,-74.01293530907685,40.70018081507713
3834,StatenIsland,AboardFerry,ALL,2019-10-23 18:00:00,11,32,43,21,Out +,-74.01293530907685,40.70018081507713
3835,StatenIsland,AboardFerry,ALL,2019-10-23 19:00:00,4,19,23,15,Out +,-74.01293530907685,40.70018081507713
3836,StatenIsland,AboardFerry,ALL,2019-10-23 20:00:00,2,12,14,10,Out +,-74.01293530907685,40.70018081507713
3837,StatenIsland,AboardFerry,ALL,2019-10-23 21:00:00,6,20,26,14,Out +,-74.01293530907685,40.70018081507713
3838,StatenIsland,AboardFerry,ALL,2019-10-23 22:00:00,3,7,10,4,Out +,-74.01293530907685,40.70018081507713
3839,StatenIsland,AboardFerry,ALL,2019-10-23 23:00:00,0,25,25,25,Out +,-74.01293530907685,40.70018081507713
3864,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 00:00:00,49,416,465,367,Out +,-74.01293530907685,40.70018081507713
3865,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 01:00:00,78,177,255,99,Out +,-74.01293530907685,40.70018081507713
3866,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 02:00:00,69,123,192,54,Out +,-74.01293530907685,40.70018081507713
3867,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 03:00:00,105,54,159,51,In +,-74.01293530907685,40.70018081507713
3868,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 04:00:00,628,197,825,431,In +,-74.01293530907685,40.70018081507713
3869,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 05:00:00,1642,333,1975,1309,In +,-74.01293530907685,40.70018081507713
3870,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 06:00:00,3197,417,3614,2780,In +,-74.01293530907685,40.70018081507713
3871,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 07:00:00,4669,528,5197,4141,In +,-74.01293530907685,40.70018081507713
3872,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 08:00:00,4537,698,5235,3839,In +,-74.01293530907685,40.70018081507713
3873,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 09:00:00,1925,1192,3117,733,In +,-74.01293530907685,40.70018081507713
3874,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 10:00:00,1833,1391,3224,442,In +,-74.01293530907685,40.70018081507713
3875,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 11:00:00,1634,1648,3282,14,Out +,-74.01293530907685,40.70018081507713
3876,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 12:00:00,1637,1994,3631,357,Out +,-74.01293530907685,40.70018081507713
3877,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 13:00:00,1719,1919,3638,200,Out +,-74.01293530907685,40.70018081507713
3878,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 14:00:00,1977,2127,4104,150,Out +,-74.01293530907685,40.70018081507713
3879,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 15:00:00,1536,2916,4452,1380,Out +,-74.01293530907685,40.70018081507713
3880,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 16:00:00,2078,4051,6129,1973,Out +,-74.01293530907685,40.70018081507713
3881,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 17:00:00,1586,4834,6420,3248,Out +,-74.01293530907685,40.70018081507713
3882,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 18:00:00,1122,3680,4802,2558,Out +,-74.01293530907685,40.70018081507713
3883,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 19:00:00,772,2310,3082,1538,Out +,-74.01293530907685,40.70018081507713
3884,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 20:00:00,638,1331,1969,693,Out +,-74.01293530907685,40.70018081507713
3885,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 21:00:00,458,925,1383,467,Out +,-74.01293530907685,40.70018081507713
3886,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 22:00:00,295,730,1025,435,Out +,-74.01293530907685,40.70018081507713
3887,StatenIsland,Ferry_StatenIsland,ALL,2019-10-23 23:00:00,0,0,0,0,Out +,-74.01293530907685,40.70018081507713
