OBJECTID,ID,NAME,CITY,STATE,ZIP,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,lat,lon,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,LINES,MAX_VOLT,MIN_VOLT,MAX_INFER,MIN_INFER
19530,132951,UNKNOWN132951,JERSEY CITY,NJ,7306,SUBSTATION,IN SERVICE,HUDSON,34017,USA,40.74449392,-74.07259209,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/14/15 0:00,IMAGERY,9/14/15 0:00,2,-999999,-999999,N,N
19531,132952,BERGEN GENERATING STATION,RIDGEFIELD PARK,NJ,7660,SUBSTATION,IN SERVICE,BERGEN,34003,USA,40.84029657,-74.02435546,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",9/14/15 0:00,IMAGERY,6/1/21 0:00,3,138,138,Y,Y
19532,132953,UNKNOWN132953,RIDGEFIELD PARK,NJ,7660,SUBSTATION,IN SERVICE,BERGEN,34003,USA,40.83840252,-74.02173805,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/14/15 0:00,IMAGERY,9/14/15 0:00,2,138,138,Y,Y
19533,132954,WERNER,SOUTH AMBOY,NJ,8879,SUBSTATION,IN SERVICE,MIDDLESEX,34023,USA,40.49003442,-74.28146959,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",9/14/15 0:00,IMAGERY,6/1/21 0:00,5,230,230,Y,Y
19534,132955,PARLIN POWER PLANT,PARLIN,NJ,8859,SUBSTATION,IN SERVICE,MIDDLESEX,34023,USA,40.46068909,-74.32606843,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",9/14/15 0:00,IMAGERY,6/1/21 0:00,3,230,230,Y,Y
19535,132956,SAYREVILLE COGENERATION FACILITY,SAYREVILLE,NJ,8872,SUBSTATION,IN SERVICE,MIDDLESEX,34023,USA,40.43912324,-74.34371213,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",9/14/15 0:00,IMAGERY,6/1/21 0:00,3,230,230,Y,Y
19536,132957,UNKNOWN132957,SOUTH AMBOY,NJ,8879,SUBSTATION,IN SERVICE,MIDDLESEX,34023,USA,40.48682375,-74.2855576,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/14/15 0:00,IMAGERY,9/14/15 0:00,-999999,-999999,-999999,N,N
19550,132971,NEW MILFORD,NEW MILFORD,NJ,7646,SUBSTATION,IN SERVICE,BERGEN,34003,USA,40.93004209,-74.02752181,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20170209/20170209-pjm-teac-board-whitepaper-february-2017.ashx",9/18/15 0:00,IMAGERY,4/30/18 0:00,3,230,230,N,N
19551,132972,MAYWOOD,MAYWOOD,NJ,7607,SUBSTATION,IN SERVICE,BERGEN,34003,USA,40.8992057,-74.07060671,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20170209/20170209-pjm-teac-board-whitepaper-february-2017.ashx",9/18/15 0:00,IMAGERY,4/30/18 0:00,3,230,230,N,N
19552,132973,LEONIA,LEONIA,NJ,7605,SUBSTATION,IN SERVICE,BERGEN,34003,USA,40.86801394,-73.99161138,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20170209/20170209-pjm-teac-board-whitepaper-february-2017.ashx",9/18/15 0:00,IMAGERY,4/30/18 0:00,2,230,230,N,N
19553,132974,UNKNOWN132974,HOBOKEN,NJ,7030,SUBSTATION,IN SERVICE,HUDSON,34017,USA,40.75720302,-74.03017087,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/18/15 0:00,IMAGERY,9/18/15 0:00,-999999,-999999,-999999,N,N
19554,132975,UNKNOWN132975,BURLINGTON,NJ,8016,SUBSTATION,IN SERVICE,BURLINGTON,34005,USA,40.07776657,-74.87697593,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/18/15 0:00,IMAGERY,9/18/15 0:00,2,230,230,Y,Y
19555,132976,UNKNOWN132976,HADDON TWP,NJ,8108,SUBSTATION,IN SERVICE,CAMDEN,34007,USA,39.9075686,-75.04615166,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/18/15 0:00,IMAGERY,9/18/15 0:00,-999999,-999999,-999999,N,N
19556,132977,UNKNOWN132977,WEST WINDSOR TWP,NJ,8540,SUBSTATION,IN SERVICE,MERCER,34021,USA,40.33641171,-74.63339385,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/18/15 0:00,IMAGERY,9/18/15 0:00,-999999,-999999,-999999,N,N
19557,132978,UNKNOWN132978,MONMOUTH JUNCTION,NJ,8852,SUBSTATION,IN SERVICE,MIDDLESEX,34023,USA,40.40282544,-74.5528143,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/18/15 0:00,IMAGERY,9/18/15 0:00,-999999,-999999,-999999,N,N
19558,132979,JERSEY AVENUE,NEW BRUNSWICK,NJ,8901,SUBSTATION,IN SERVICE,MIDDLESEX,34023,USA,40.47132061,-74.47619327,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/18/15 0:00,IMAGERY,4/28/20 0:00,-999999,-999999,-999999,N,N
19559,132980,UNKNOWN132980,EDISON,NJ,8817,SUBSTATION,IN SERVICE,MIDDLESEX,34023,USA,40.51034377,-74.42967481,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/18/15 0:00,IMAGERY,9/18/15 0:00,-999999,-999999,-999999,N,N
19560,132981,UNKNOWN132981,SEWAREN,NJ,7077,SUBSTATION,IN SERVICE,MIDDLESEX,34023,USA,40.56590815,-74.24891517,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/18/15 0:00,IMAGERY,9/18/15 0:00,-999999,-999999,-999999,N,N
19667,133139,LINDEN COGEN PLANT,LINDEN,NJ,7036,SUBSTATION,IN SERVICE,UNION,34039,USA,40.6303899,-74.21448145,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",9/10/15 0:00,IMAGERY,6/1/21 0:00,2,230,-999999,Y,N
19668,133140,BAYWAY,ELIZABETH,NJ,7202,SUBSTATION,IN SERVICE,UNION,34039,USA,40.64459529,-74.2059487,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.burnsmcd.com/projects/bergen-linden-corridor-project",9/10/15 0:00,IMAGERY,4/26/18 0:00,11,345,-999999,N,N
19669,133141,UNKNOWN133141,LINDEN,NJ,7036,SUBSTATION,IN SERVICE,UNION,34039,USA,40.64165995,-74.23396869,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",9/10/15 0:00,IMAGERY,6/1/21 0:00,2,230,-999999,Y,N
19676,133153,PASSAIC VALLEY WATER COMMISSION,LITTLE FALLS,NJ,7424,SUBSTATION,IN SERVICE,PASSAIC,34031,USA,40.88285397,-74.22927134,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",9/15/15 0:00,IMAGERY,6/1/21 0:00,-999999,-999999,-999999,N,N
19677,133154,EAGLE POINT POWER GENERATION,WEST DEPTFORD TWP,NJ,8093,SUBSTATION,IN SERVICE,GLOUCESTER,34015,USA,39.8719913,-75.15616011,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",9/15/15 0:00,IMAGERY,6/1/21 0:00,-999999,-999999,-999999,N,N
19711,133188,NAEA OCEAN PEAKING POWER LLC,LAKEWOOD,NJ,8701,SUBSTATION,IN SERVICE,OCEAN,34029,USA,40.06287081,-74.16740968,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",9/17/15 0:00,IMAGERY,6/1/21 0:00,2,230,230,Y,Y
19712,133189,UNKNOWN133189,MANCHESTER TWP,NJ,8759,SUBSTATION,IN SERVICE,OCEAN,34029,USA,39.95213148,-74.37786863,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/17/15 0:00,IMAGERY,9/17/15 0:00,2,230,230,N,N
19713,133190,UNKNOWN133190,MANCHESTER TWP,NJ,8759,SUBSTATION,IN SERVICE,OCEAN,34029,USA,40.03609707,-74.27992892,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/17/15 0:00,IMAGERY,9/17/15 0:00,2,230,230,N,N
19715,133192,UNKNOWN133192,BARNEGAT TWP,NJ,8005,SUBSTATION,IN SERVICE,OCEAN,34029,USA,39.75798823,-74.27401149,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/17/15 0:00,IMAGERY,9/17/15 0:00,-999999,-999999,-999999,N,N
19720,133197,NEWPORT,JERSEY CITY,NJ,7310,SUBSTATION,IN SERVICE,HUDSON,34017,USA,40.73274141,-74.04820094,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/17/15 0:00,IMAGERY,4/28/20 0:00,-999999,-999999,-999999,N,N
19721,133199,OLD BRIDGE CLEAN ENERGY CENTER,OLD BRIDGE,NJ,8857,SUBSTATION,IN SERVICE,MIDDLESEX,34023,USA,40.44098433,-74.31651341,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",9/16/15 0:00,IMAGERY,6/1/21 0:00,2,230,230,Y,Y
19723,133201,NEWARK ENERGY CENTER,NEWARK,NJ,7105,SUBSTATION,IN SERVICE,ESSEX,34013,USA,40.70783866,-74.12778544,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",9/16/15 0:00,IMAGERY,6/1/21 0:00,-999999,-999999,-999999,N,N
19725,133203,UNKNOWN133203,EDISON,NJ,8837,SUBSTATION,IN SERVICE,MIDDLESEX,34023,USA,40.54891835,-74.34619675,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/16/15 0:00,IMAGERY,9/16/15 0:00,1,-999999,-999999,N,N
19726,133204,UNKNOWN133204,RAHWAY,NJ,7065,SUBSTATION,IN SERVICE,UNION,34039,USA,40.60050173,-74.28279554,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/16/15 0:00,IMAGERY,9/16/15 0:00,2,-999999,-999999,N,N
19782,133266,UNKNOWN133266,WILTON,CT,6897,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.20012525,-73.43216949,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/16/15 0:00,IMAGERY,9/16/15 0:00,2,115,115,N,N
19783,133267,UNKNOWN133267,REDDING TOWN OF,CT,6896,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.29930941,-73.41344788,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/16/15 0:00,IMAGERY,9/16/15 0:00,1,115,115,N,N
19784,133268,UNKNOWN133268,BETHEL TOWN,CT,6801,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.36679393,-73.39002874,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/16/15 0:00,IMAGERY,3/12/19 0:00,2,115,115,N,N
19785,133269,BRIDGEPORT STATION,BRIDGEPORT,CT,6604,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.17225594,-73.18421446,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",9/16/15 0:00,IMAGERY,6/1/21 0:00,-999999,-999999,-999999,N,N
19786,133270,UNKNOWN133270,BRIDGEPORT,CT,6610,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.18609853,-73.17058168,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/16/15 0:00,IMAGERY,9/16/15 0:00,2,115,115,N,N
19787,133272,UNKNOWN133272,OXFORD,CT,6478,SUBSTATION,IN SERVICE,NEW HAVEN,9009,USA,41.46721417,-73.13252607,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/16/15 0:00,IMAGERY,9/16/15 0:00,2,115,115,N,N
19788,133277,UNKNOWN133277,NEW HAVEN,CT,6511,SUBSTATION,IN SERVICE,NEW HAVEN,9009,USA,41.30148713,-72.92141495,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/16/15 0:00,IMAGERY,9/16/15 0:00,-999999,-999999,-999999,N,N
19789,133278,UNKNOWN133278,NEW HAVEN,CT,6512,SUBSTATION,IN SERVICE,NEW HAVEN,9009,USA,41.28722911,-72.90240303,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/16/15 0:00,IMAGERY,9/16/15 0:00,1,345,345,Y,Y
20860,134778,CARLE PLACE,NORTH HEMPSTEAD TOWN OF,NY,11514,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.74679206,-73.62311336,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/24/15 0:00,IMAGERY,7/24/15 0:00,3,-999999,-999999,N,N
20865,134764,NEWBRIDGE ROAD,HEMPSTEAD TOWN OF,NY,11756,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.73244571,-73.54106995,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://neptunerts.com/wp-content/uploads/2010/08/TD_World_Article_August-2007.pdf",7/23/15 0:00,IMAGERY,7/23/15 0:00,7,345,-999999,N,Y
20866,134765,TAP134765,NORTH HEMPSTEAD TOWN OF,NY,11530,TAP,IN SERVICE,NASSAU,36059,USA,40.73320567,-73.67091407,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,7/24/15 0:00,IMAGERY/OTHER,8/14/15 0:00,3,-999999,-999999,N,N
20867,134766,OYSTER BAY,OYSTER BAY TOWN OF,NY,11771,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.87508729,-73.53922936,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,2,69,69,Y,Y
20868,134767,ORCHARD,GLEN COVE,NY,11542,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.85689816,-73.62274764,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,2,69,69,Y,Y
20869,134768,GLEN HEAD,GLEN HEAD,NY,11545,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.83507162,-73.62592423,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,3,69,-999999,Y,N
20870,134769,BROOKVILLE,GLEN HEAD,NY,11545,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.81283003,-73.57802264,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,2,-999999,-999999,N,N
20871,134770,WOODBURY,OYSTER BAY TOWN OF,NY,11797,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.80168008,-73.48256889,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,1,69,69,Y,Y
20872,134771,ROSLYN,NORTH HEMPSTEAD TOWN OF,NY,11577,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.78397633,-73.64414951,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,3,-999999,-999999,N,N
20873,134772,BAR BEACH,NORTH HEMPSTEAD TOWN OF,NY,11050,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.81870184,-73.65613437,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,2,69,69,Y,Y
20874,134773,PORT WASHINGTON,NORTH HEMPSTEAD TOWN OF,NY,11050,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.82754554,-73.68736429,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,2,69,69,Y,Y
20875,134774,MITCHELL GARDENS,HEMPSTEAD TOWN OF,NY,11590,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.73770871,-73.58839314,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/28/15 0:00,IMAGERY,7/28/15 0:00,-999999,-999999,-999999,N,N
20876,134775,WHITESIDE,HEMPSTEAD TOWN OF,NY,11003,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.70980363,-73.68558184,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/24/15 0:00,IMAGERY,7/24/15 0:00,3,69,-999999,Y,N
20877,134776,WEST HEMPSTEAD,HEMPSTEAD TOWN OF,NY,11552,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.70135508,-73.64139242,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/24/15 0:00,IMAGERY,7/24/15 0:00,2,69,69,Y,Y
20878,134777,EAST GARDEN CITY,HEMPSTEAD TOWN OF,NY,11530,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.7303363,-73.6110324,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/24/15 0:00,IMAGERY,7/24/15 0:00,3,345,-999999,N,N
20880,134779,HERRICKS,NORTH HEMPSTEAD TOWN OF,NY,11040,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.73697127,-73.65769606,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/24/15 0:00,IMAGERY,7/24/15 0:00,2,-999999,-999999,N,N
20881,134780,DUFFY AVENUE CONVERTER STATION,NORTH HEMPSTEAD TOWN OF,NY,11590,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.76078027,-73.55138846,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/24/15 0:00,IMAGERY,7/24/15 0:00,2,500,345,N,N
20882,134781,MEADOWBROOK HOSPITAL,HEMPSTEAD TOWN OF,NY,11554,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.73365974,-73.55268678,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/24/15 0:00,IMAGERY,7/24/15 0:00,1,-999999,-999999,N,N
20883,134782,LEVITTOWN,HEMPSTEAD TOWN OF,NY,11714,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.73186508,-73.4941004,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/24/15 0:00,IMAGERY,7/24/15 0:00,3,69,-999999,Y,N
20884,134783,LOCUST GROVE,SYOSSET,NY,11791,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.79680517,-73.5148685,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/24/15 0:00,IMAGERY,7/24/15 0:00,2,-999999,-999999,N,N
20885,134784,NEW SOUTH ROAD,OYSTER BAY TOWN OF,NY,11801,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.76174309,-73.50761163,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/24/15 0:00,IMAGERY,7/24/15 0:00,2,69,69,Y,Y
20886,134785,WEST HEMPSTEAD,HEMPSTEAD TOWN OF,NY,11552,SUBSTATION,NOT AVAILABLE,NASSAU,36059,USA,40.70175691,-73.64088595,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,-999999,-999999,-999999,N,N
20887,134786,UNKNOWN134786,OYSTER BAY TOWN OF,NY,11801,SUBSTATION,NOT AVAILABLE,NASSAU,36059,USA,40.76677346,-73.53158466,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,-999999,-999999,-999999,N,N
20888,134790,LOCUST VALLEY,LOCUST VALLEY,NY,11560,SUBSTATION,NOT AVAILABLE,NASSAU,36059,USA,40.87886399,-73.58459687,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,-999999,-999999,-999999,N,N
20889,134791,PORT WASHINGTON,NORTH HEMPSTEAD TOWN OF,NY,11050,SUBSTATION,NOT AVAILABLE,NASSAU,36059,USA,40.8260211,-73.68625374,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,-999999,-999999,-999999,N,N
20890,134792,UNKNOWN134792,NORTH HEMPSTEAD TOWN OF,NY,11577,SUBSTATION,NOT AVAILABLE,NASSAU,36059,USA,40.77627196,-73.6426191,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,3,-999999,-999999,N,N
20891,134793,DUNWOODIE,YONKERS,NY,10701,SUBSTATION,IN SERVICE,WESTCHESTER,36119,USA,40.94027597,-73.85731297,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.nyiso.com/public/webdocs/markets_operations/services/planning/Planning_Studies/Reliability_Planning_Studies/Reliability_Assess",7/17/15 0:00,IMAGERY,9/25/15 0:00,8,345,-999999,Y,N
20892,134794,SPRAIN BROOK,YONKERS,NY,10710,SUBSTATION,IN SERVICE,WESTCHESTER,36119,USA,40.95729771,-73.85636675,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.nyiso.com/public/webdocs/markets_operations/services/planning/Planning_Studies/Reliability_Planning_Studies/Reliability_Assess",7/17/15 0:00,IMAGERY,4/3/18 0:00,12,345,-999999,Y,N
20893,134795,BRUCKNER,BRONX,NY,10454,SUBSTATION,IN SERVICE,BRONX,36005,USA,40.79907047,-73.91108504,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/20/15 0:00,IMAGERY,7/20/15 0:00,3,138,138,Y,Y
20894,134796,TREMONT,BRONX,NY,10462,SUBSTATION,IN SERVICE,BRONX,36005,USA,40.84268252,-73.86333756,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/20/15 0:00,IMAGERY,7/20/15 0:00,2,138,138,Y,Y
20895,134797,NORTH QUEENS,NEW YORK,NY,11105,SUBSTATION,IN SERVICE,QUEENS,36081,USA,40.78203031,-73.90642004,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/20/15 0:00,IMAGERY,7/20/15 0:00,8,138,-999999,Y,N
20896,134798,SPERRY,NORTH HEMPSTEAD TOWN OF,NY,11040,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.75482747,-73.69907834,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,1,-999999,-999999,N,N
20897,134799,GREAT NECK,GREAT NECK,NY,11021,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.78875026,-73.72056851,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,1,69,69,Y,Y
20899,134800,LAKE SUCCESS,NORTH HEMPSTEAD TOWN OF,NY,11040,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.75322673,-73.70145528,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/24/15 0:00,IMAGERY,7/24/15 0:00,3,-999999,-999999,N,N
20900,134801,FRESH MEADOWS,FRESH MEADOWS,NY,11365,SUBSTATION,NOT AVAILABLE,QUEENS,36081,USA,40.73931471,-73.79658076,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,-999999,-999999,-999999,N,N
20901,134802,BAYSIDE,BAYSIDE,NY,11361,SUBSTATION,NOT AVAILABLE,QUEENS,36081,USA,40.75970039,-73.77080117,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,-999999,-999999,-999999,N,N
20902,134803,HELL GATE,BRONX,NY,10454,SUBSTATION,NOT AVAILABLE,BRONX,36005,USA,40.79911681,-73.90995204,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,-999999,-999999,-999999,N,N
20903,134805,PARKCHESTER,BRONX,NY,10462,SUBSTATION,NOT AVAILABLE,BRONX,36005,USA,40.84205489,-73.8633702,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,2,138,138,Y,Y
20904,134806,CHISHOLM,NEW YORK,NY,11356,SUBSTATION,NOT AVAILABLE,QUEENS,36081,USA,40.78420667,-73.85090958,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,-999999,-999999,-999999,N,N
20905,134807,CAUSEWAY,NEW YORK,NY,11356,SUBSTATION,NOT AVAILABLE,QUEENS,36081,USA,40.77887285,-73.84184222,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,-999999,-999999,-999999,N,N
20906,134808,WHITESTONE,NEW YORK,NY,11357,SUBSTATION,NOT AVAILABLE,QUEENS,36081,USA,40.78876936,-73.81209837,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,-999999,-999999,-999999,N,N
20907,134809,AUBURNDALE,NEW YORK,NY,11357,SUBSTATION,NOT AVAILABLE,QUEENS,36081,USA,40.77652888,-73.79932326,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,-999999,-999999,-999999,N,N
20908,134810,BEECHHURST,NEW YORK,NY,11357,SUBSTATION,NOT AVAILABLE,QUEENS,36081,USA,40.78551258,-73.79532695,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,-999999,-999999,-999999,N,N
20909,134811,CEDAR STREET,NEW ROCHELLE,NY,10801,SUBSTATION,NOT AVAILABLE,WESTCHESTER,36119,USA,40.91505479,-73.78033732,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,-999999,-999999,-999999,N,N
