OBJECTID,ID,NAME,CITY,STATE,ZIP,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,lat,lon,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,LINES,MAX_VOLT,MIN_VOLT,MAX_INFER,MIN_INFER
22484,136552,SHAW HILLS,OAKVILLE,CT,6779,SUBSTATION,IN SERVICE,LITCHFIELD,9005,USA,41.59142168,-73.06825888,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,11/2/16 0:00,2,115,115,N,N
22485,136553,TAP136553,MIDDLEBURY TOWN OF,CT,6762,TAP,IN SERVICE,NEW HAVEN,9009,USA,41.5225649,-73.09688668,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/3/16 0:00,IMAGERY,11/3/16 0:00,3,115,115,N,N
22486,136554,TAP136554,OXFORD,CT,6478,TAP,IN SERVICE,NEW HAVEN,9009,USA,41.45619707,-73.13696925,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/3/16 0:00,IMAGERY,5/18/20 0:00,3,115,115,N,N
22487,136555,TAP136555,BROOKFIELD TOWN OF,CT,6804,TAP,IN SERVICE,FAIRFIELD,9001,USA,41.43239449,-73.40286862,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/3/16 0:00,IMAGERY,11/3/16 0:00,3,115,115,N,N
22488,136556,CARMEL HILL,WOODBURY TOWN OF,CT,6798,SUBSTATION,IN SERVICE,LITCHFIELD,9005,USA,41.60113931,-73.24115717,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,11/3/16 0:00,2,115,115,N,N
22489,136557,TODD,WOLCOTT TOWN OF,CT,6716,SUBSTATION,IN SERVICE,NEW HAVEN,9009,USA,41.57262909,-72.97547884,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,11/3/16 0:00,4,115,115,N,N
22490,136558,TAP136558,OXFORD,CT,6478,TAP,IN SERVICE,NEW HAVEN,9009,USA,41.45652395,-73.13694278,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/3/16 0:00,IMAGERY,5/18/20 0:00,3,115,115,N,N
22491,136559,TAP136559,BROOKFIELD TOWN OF,CT,6804,TAP,IN SERVICE,FAIRFIELD,9001,USA,41.43258546,-73.40282838,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/9/16 0:00,IMAGERY,4/30/18 0:00,3,115,115,N,N
22492,136560,TAP136560,BROOKFIELD TOWN OF,CT,6804,TAP,IN SERVICE,FAIRFIELD,9001,USA,41.43481676,-73.3877587,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/10/16 0:00,IMAGERY,11/10/16 0:00,3,115,115,N,N
22493,136561,TAP136561,BROOKFIELD TOWN OF,CT,6804,TAP,IN SERVICE,FAIRFIELD,9001,USA,41.43462499,-73.38594447,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/10/16 0:00,IMAGERY,11/10/16 0:00,3,115,115,N,N
22494,136562,TAP136562,WOLCOTT TOWN OF,CT,6716,TAP,IN SERVICE,NEW HAVEN,9009,USA,41.58619008,-73.01574081,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/10/16 0:00,IMAGERY,11/10/16 0:00,3,115,115,N,N
22495,136563,TAP136563,WOLCOTT TOWN OF,CT,6716,TAP,IN SERVICE,NEW HAVEN,9009,USA,41.58622794,-73.01563747,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/10/16 0:00,IMAGERY,11/10/16 0:00,3,115,115,N,N
22496,136564,TAP136564,BROOKFIELD TOWN OF,CT,6804,TAP,IN SERVICE,FAIRFIELD,9001,USA,41.47905921,-73.40689992,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/14/16 0:00,IMAGERY,11/14/16 0:00,3,115,115,N,N
22497,136565,TAP136565,BROOKFIELD TOWN OF,CT,6804,TAP,IN SERVICE,FAIRFIELD,9001,USA,41.47899361,-73.40687984,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/14/16 0:00,IMAGERY,11/14/16 0:00,3,115,115,N,N
22498,136566,PAWLING,PAWLING,NY,12564,SUBSTATION,IN SERVICE,DUTCHESS,36027,USA,41.57176245,-73.59903684,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/15/15 0:00,IMAGERY,7/15/15 0:00,3,115,-999999,N,N
22499,136567,SYLVAN LAKE,BEEKMAN TOWN OF,NY,12570,SUBSTATION,IN SERVICE,DUTCHESS,36027,USA,41.59495593,-73.7220361,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/15/15 0:00,IMAGERY,7/15/15 0:00,2,115,115,N,N
22500,136568,CENTRAL HUDSON BEACON,BEACON,NY,12508,SUBSTATION,NOT AVAILABLE,DUTCHESS,36027,USA,41.506074,-73.95626427,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,-999999,-999999,-999999,N,N
22501,136569,UNKNOWN136569,BEACON,NY,12508,SUBSTATION,NOT AVAILABLE,DUTCHESS,36027,USA,41.50825971,-73.97907876,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,-999999,-999999,-999999,N,N
22503,136571,UNKNOWN136571,POUGHKEEPSIE,NY,12603,SUBSTATION,IN SERVICE,DUTCHESS,36027,USA,41.66440388,-73.81425065,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,1/19/17 0:00,IMAGERY/OTHER,1/27/17 0:00,1,-999999,-999999,Y,Y
22504,136572,UNKNOWN136572,WAPPINGERS FALLS,NY,12590,SUBSTATION,IN SERVICE,DUTCHESS,36027,USA,41.56668566,-73.95348743,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,1/27/17 0:00,IMAGERY/OTHER,1/27/17 0:00,1,-999999,-999999,N,N
22505,136573,UNKNOWN136573,WAPPINGERS FALLS,NY,12590,SUBSTATION,IN SERVICE,DUTCHESS,36027,USA,41.56653273,-73.95356824,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,1/27/17 0:00,IMAGERY/OTHER,1/27/17 0:00,1,-999999,-999999,N,N
24291,138482,TAP138482,LOWER MT BETHEL TWP,PA,18013,TAP,IN SERVICE,NORTHAMPTON,42095,USA,40.80121174,-75.12846358,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,6/3/15 0:00,IMAGERY/OTHER,8/14/15 0:00,3,69,69,Y,Y
24292,138483,TAP138483,LOWER MT BETHEL TWP,PA,18013,TAP,IN SERVICE,NORTHAMPTON,42095,USA,40.80121827,-75.12864136,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,6/3/15 0:00,IMAGERY/OTHER,8/14/15 0:00,3,69,69,Y,Y
24318,138512,TAP138512,BELVIDERE,NJ,7823,TAP,IN SERVICE,WARREN,34041,USA,40.82639228,-75.05044786,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/11/15 0:00,IMAGERY,9/11/15 0:00,3,-999999,-999999,Y,Y
24319,138513,TAP138513,PHILLIPSBURG,NJ,8865,TAP,IN SERVICE,WARREN,34041,USA,40.76077561,-75.13628543,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,9/16/15 0:00,IMAGERY,9/16/15 0:00,3,-999999,-999999,Y,Y
25023,139274,MILLWOOD,MILLWOOD,NY,10546,SUBSTATION,IN SERVICE,WESTCHESTER,36119,USA,41.19290853,-73.80035897,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,7/17/15 0:00,IMAGERY,9/25/15 0:00,8,345,138,Y,Y
25024,139275,PLEASENTVILLE,PLEASANTVILLE,NY,10570,SUBSTATION,IN SERVICE,WESTCHESTER,36119,USA,41.14210348,-73.78223351,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.nyiso.com/public/webdocs/markets_operations/services/planning/Planning_Studies/Reliability_Planning_Studies/Reliability_Assess",7/17/15 0:00,IMAGERY,9/25/15 0:00,4,345,345,Y,Y
25025,139276,W. HAVERSTRAW,WEST HAVERSTRAW,NY,10923,SUBSTATION,IN SERVICE,ROCKLAND,36087,USA,41.20168615,-73.9942334,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",7/16/15 0:00,IMAGERY,9/25/15 0:00,2,345,345,N,N
25026,139277,BUCHANAN,BUCHANAN,NY,10511,SUBSTATION,IN SERVICE,WESTCHESTER,36119,USA,41.26451439,-73.94723864,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",7/17/15 0:00,IMAGERY,9/25/15 0:00,10,345,138,Y,Y
25027,139280,TAP139280,STONY POINT TOWN OF,NY,10980,TAP,IN SERVICE,ROCKLAND,36087,USA,41.229092,-73.99437509,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,7/16/15 0:00,IMAGERY/OTHER,8/14/15 0:00,3,-999999,-999999,N,N
25028,139281,TAP139281,STONY POINT TOWN OF,NY,10980,TAP,IN SERVICE,ROCKLAND,36087,USA,41.22944486,-73.99420111,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,7/16/15 0:00,IMAGERY/OTHER,8/14/15 0:00,3,-999999,-999999,N,N
25029,139282,TAP139282,RAMAPO TOWN OF,NY,10956,TAP,IN SERVICE,ROCKLAND,36087,USA,41.1516753,-74.02659792,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,7/16/15 0:00,IMAGERY/OTHER,8/14/15 0:00,3,-999999,-999999,N,N
25030,139283,TAP139283,RAMAPO TOWN OF,NY,10956,TAP,IN SERVICE,ROCKLAND,36087,USA,41.14969598,-74.02721086,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,7/16/15 0:00,IMAGERY/OTHER,8/14/15 0:00,3,-999999,-999999,N,N
25031,139284,CROTON FALLS,CARMEL TOWN OF,NY,10512,SUBSTATION,IN SERVICE,PUTNAM,36079,USA,41.35426846,-73.6690996,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/15/15 0:00,IMAGERY,7/15/15 0:00,5,115,-999999,Y,N
25032,139285,CARMEL,CARMEL TOWN OF,NY,10512,SUBSTATION,IN SERVICE,PUTNAM,36079,USA,41.39800741,-73.70180433,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/15/15 0:00,IMAGERY,7/15/15 0:00,2,-999999,-999999,N,N
25033,139286,WOOD STREET,PUTNAM VALLEY TOWN OF,NY,10541,SUBSTATION,IN SERVICE,PUTNAM,36079,USA,41.35383759,-73.7939587,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/15/15 0:00,IMAGERY,7/15/15 0:00,10,345,115,Y,Y
25034,139287,ARMAWALK,YORKTOWN HEIGHTS,NY,10598,SUBSTATION,IN SERVICE,WESTCHESTER,36119,USA,41.28539818,-73.77175653,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/17/15 0:00,IMAGERY,7/17/15 0:00,4,115,115,Y,Y
25035,139288,KATONAH,LEWISBORO TOWN OF,NY,10536,SUBSTATION,IN SERVICE,WESTCHESTER,36119,USA,41.27665565,-73.68705912,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/17/15 0:00,IMAGERY,7/17/15 0:00,4,115,-999999,Y,N
25037,139290,UNKNOWN139290,HIGHLAND FALLS,NY,10928,SUBSTATION,NOT AVAILABLE,ORANGE,36071,USA,41.35545566,-74.04179751,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,-999999,-999999,-999999,N,N
25038,139291,UNKNOWN139291,LEWISBORO TOWN OF,NY,10526,SUBSTATION,NOT AVAILABLE,WESTCHESTER,36119,USA,41.29645337,-73.68083535,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,2,115,115,Y,Y
25039,139292,UNKNOWN139292,BREWSTER,NY,10509,SUBSTATION,NOT AVAILABLE,PUTNAM,36079,USA,41.4177087,-73.64066859,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,2,115,115,N,N
25040,139293,UNKNOWN139293,SPRING VALLEY,NY,10977,SUBSTATION,NOT AVAILABLE,ROCKLAND,36087,USA,41.13604059,-74.02965609,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,4,-999999,-999999,N,N
25041,139294,UNKNOWN139294,NEW SQUARE,NY,10977,SUBSTATION,NOT AVAILABLE,ROCKLAND,36087,USA,41.14400352,-74.02813039,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,4,-999999,-999999,N,N
25042,139295,OSSINING,OSSINING,NY,10562,SUBSTATION,NOT AVAILABLE,WESTCHESTER,36119,USA,41.16012952,-73.86774127,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,-999999,-999999,-999999,N,N
25043,139296,UNKNOWN139296,STONY POINT TOWN OF,NY,10980,DEAD END,IN SERVICE,ROCKLAND,36087,USA,41.24860326,-73.99194543,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,1/27/17 0:00,IMAGERY/OTHER,5/13/20 0:00,1,-999999,-999999,N,N
25044,139297,UNKNOWN139297,STONY POINT TOWN OF,NY,10980,DEAD END,IN SERVICE,ROCKLAND,36087,USA,41.24856037,-73.9918361,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,1/27/17 0:00,IMAGERY/OTHER,5/13/20 0:00,1,-999999,-999999,N,N
25739,140029,COS COB,GREENWICH,CT,6830,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.02902823,-73.59783305,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf, https://www.eversource.com/content/docs/default-source/projects-infrastructure/greenwich_map.pdf?sfvrsn=1d7bce62_0",9/16/15 0:00,IMAGERY,3/11/19 0:00,3,115,115,N,N
25741,140030,TOMAC,OLD GREENWICH,CT,6870,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.03400132,-73.56337622,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,9/23/15 0:00,1,115,115,N,N
25742,140031,WATERSIDE,STAMFORD,CT,6902,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.03756916,-73.55536395,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,9/23/15 0:00,3,115,115,N,N
25743,140032,SOUTH END,STAMFORD,CT,6902,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.04788204,-73.53758951,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,9/23/15 0:00,5,115,115,N,N
25744,140033,GLENBROOK,STAMFORD,CT,6902,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.06211084,-73.5203633,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,3/12/19 0:00,5,115,115,N,N
25745,140034,CEDAR HEIGHTS,STAMFORD,CT,6905,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.1067387,-73.55541003,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,9/23/15 0:00,-999999,-999999,-999999,N,N
25746,140035,TAP140035,FREEPORT,NY,11520,TAP,IN SERVICE,NASSAU,36059,USA,40.65673103,-73.59664477,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,7/23/15 0:00,IMAGERY/OTHER,8/14/15 0:00,3,69,69,Y,Y
25747,140036,TAP140036,MALVERNE,NY,11565,TAP,IN SERVICE,NASSAU,36059,USA,40.67701635,-73.66628464,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,7/24/15 0:00,IMAGERY/OTHER,8/14/15 0:00,3,69,69,Y,Y
25748,140037,TAP140037,MALVERNE,NY,11565,TAP,IN SERVICE,NASSAU,36059,USA,40.67719496,-73.66597773,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,7/24/15 0:00,IMAGERY/OTHER,8/14/15 0:00,3,69,69,Y,Y
25749,140039,TAP140039,ROCKVILLE CENTRE,NY,11570,TAP,IN SERVICE,NASSAU,36059,USA,40.65806149,-73.63904103,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,7/28/15 0:00,IMAGERY/OTHER,8/14/15 0:00,3,69,69,Y,Y
25750,140040,BYRAM,GREENWICH,CT,6831,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.0144254,-73.65354824,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,11/2/16 0:00,-999999,-999999,-999999,N,N
25751,140041,PROSPECT,GREENWICH,CT,6830,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.02098394,-73.63298841,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,11/2/16 0:00,-999999,-999999,-999999,N,N
25752,140042,MIANUS,GREENWICH TOWN OF,CT,6807,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.04294899,-73.59029083,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,11/2/16 0:00,-999999,-999999,-999999,N,N
25753,140043,NORTH GREENWICH,GREENWICH,CT,6831,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.09316275,-73.65560847,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,11/2/16 0:00,-999999,-999999,-999999,N,N
25754,140044,TAP140044,STAMFORD,CT,6902,TAP,IN SERVICE,FAIRFIELD,9001,USA,41.03679387,-73.5551763,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/8/16 0:00,IMAGERY,11/8/16 0:00,3,115,115,N,N
25755,140045,TAP140045,STAMFORD,CT,6902,TAP,IN SERVICE,FAIRFIELD,9001,USA,41.03714441,-73.55458896,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/8/16 0:00,IMAGERY,3/19/19 0:00,3,115,115,N,N
25756,140046,TAP140046,OLD GREENWICH,CT,6870,TAP,IN SERVICE,FAIRFIELD,9001,USA,41.03397726,-73.56388078,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,11/8/16 0:00,IMAGERY,11/8/16 0:00,3,115,115,N,N
25757,140047,BELLMORE,HEMPSTEAD TOWN OF,NY,11710,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.66762858,-73.53849136,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,2,69,69,Y,Y
25758,140048,FREEPORT,FREEPORT,NY,11520,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.65637704,-73.59591954,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,1,-999999,-999999,N,N
25759,140049,BALDWIN,HEMPSTEAD TOWN OF,NY,11510,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.65690535,-73.61622214,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,-999999,-999999,-999999,N,N
25760,140050,OCEAN AVE,LYNBROOK,NY,11563,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.65828651,-73.6562379,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/23/15 0:00,IMAGERY,7/23/15 0:00,-999999,-999999,-999999,N,N
25761,140051,MALVERNE,MALVERNE,NY,11565,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.67727921,-73.6663892,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/24/15 0:00,IMAGERY,7/24/15 0:00,2,69,69,Y,Y
25762,140052,LYNBROOK,LYNBROOK,NY,11563,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.65541165,-73.67092591,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",7/24/15 0:00,IMAGERY,7/24/15 0:00,1,-999999,-999999,N,N
25763,140053,UNKNOWN140053,HEMPSTEAD TOWN OF,NY,11572,SUBSTATION,NOT AVAILABLE,NASSAU,36059,USA,40.62138591,-73.65081124,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,-999999,-999999,-999999,N,N
25764,140054,LAKEVIEW,HEMPSTEAD TOWN OF,NY,11552,SUBSTATION,NOT AVAILABLE,NASSAU,36059,USA,40.68916446,-73.65059045,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,-999999,-999999,-999999,N,N
25765,140055,ROCKVILLE CENTRE,ROCKVILLE CENTRE,NY,11570,SUBSTATION,NOT AVAILABLE,NASSAU,36059,USA,40.65790536,-73.6337613,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,-999999,-999999,-999999,N,N
25766,140056,LIRR ISLAND PARK,HEMPSTEAD TOWN OF,NY,11558,SUBSTATION,NOT AVAILABLE,NASSAU,36059,USA,40.60101321,-73.65439815,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,UNVERIFIED,8/4/16 0:00,-999999,-999999,-999999,N,N
25767,140057,HEMPSTEAD,HEMPSTEAD,NY,11550,SUBSTATION,UNDER CONSTRUCTION,NASSAU,36059,USA,40.71233798,-73.62451359,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"OpenStreetMap, https://www.psegliny.com/inthecommunity/currentintiatives/reliabilityprojects/hempstead",8/4/16 0:00,IMAGERY,2/20/19 0:00,-999999,-999999,-999999,N,N
25768,140059,ROOSEVELT,HEMPSTEAD TOWN OF,NY,11510,SUBSTATION,NOT AVAILABLE,NASSAU,36059,USA,40.68075151,-73.60604095,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,8/4/16 0:00,IMAGERY,8/4/16 0:00,-999999,-999999,-999999,N,N
25769,140060,UNKNOWN140060,OYSTER BAY TOWN OF,NY,11801,SUBSTATION,IN SERVICE,NASSAU,36059,USA,40.77099488,-73.52021816,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,1/27/17 0:00,IMAGERY/OTHER,1/27/17 0:00,1,-999999,-999999,N,N
26083,140409,TAP140409,STROUD TWP,PA,18360,TAP,IN SERVICE,MONROE,42089,USA,40.97757078,-75.17437763,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,6/3/15 0:00,IMAGERY/OTHER,8/14/15 0:00,3,69,69,Y,Y
26465,140816,ANSONIA,ANSONIA,CT,6401,SUBSTATION,IN SERVICE,NEW HAVEN,9009,USA,41.34744264,-73.08571789,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/23/15 0:00,IMAGERY,9/23/15 0:00,2,115,115,N,N
26466,140817,JUNE ST,WOODBRIDGE TOWN OF,CT,6525,SUBSTATION,IN SERVICE,NEW HAVEN,9009,USA,41.33812515,-72.98263889,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,9/24/15 0:00,2,115,115,N,N
26467,140818,PEACEABLE,REDDING TOWN OF,CT,6896,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.26824864,-73.42974491,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,9/23/15 0:00,3,115,115,N,N
26468,140819,DERBY,DERBY,CT,6418,SUBSTATION,IN SERVICE,NEW HAVEN,9009,USA,41.32553771,-73.0999281,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,9/23/15 0:00,4,115,115,N,N
26469,140820,RIDGEFIELD,RIDGEFIELD TOWN OF,CT,6877,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.28316334,-73.48746889,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,9/23/15 0:00,2,115,115,N,N
26470,140821,TRIANGLE,DANBURY,CT,6810,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.39361977,-73.43520284,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,9/23/15 0:00,2,115,115,N,N
26471,140822,PLUMTREE,BETHEL TOWN OF,CT,6801,SUBSTATION,IN SERVICE,FAIRFIELD,9001,USA,41.39167551,-73.4021359,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.ct.gov/csc/lib/csc/finalswctreport.pdf",9/16/15 0:00,IMAGERY,9/23/15 0:00,6,345,115,N,N
